date,exukus
20170921,0.7366
20170922,0.7390
20170925,0.7431
20170926,0.7450
20170927,0.7462
20170928,0.7443
20170929,0.7462
20171002,0.7537
20171003,0.7547
20171004,0.7537
20171005,0.7615
20171006,0.7655
20171009,
20171010,0.7567
20171011,0.7570
20171012,0.7591
20171013,0.7517
20171016,0.7527
20171017,0.7586
20171018,0.7586
20171019,0.7587
20171020,0.7588
20171023,0.7575
20171024,0.7620
20171025,0.7546
20171026,0.7587
20171027,0.7629
20171030,0.7579
20171031,0.7530
20171101,0.7543
20171102,0.7652
20171103,0.7653
20171106,0.7607
20171107,0.7603
20171108,0.7629
20171109,0.7614
20171110,
20171113,0.7633
20171114,0.7617
20171115,0.7596
20171116,0.7577
20171117,0.7563
20171120,0.7552
20171121,0.7557
20171122,0.7524
20171123,
20171124,0.7499
20171127,0.7500
20171128,0.7558
20171129,0.7443
20171130,0.7404
20171201,0.7405
20171204,0.7427
20171205,0.7435
20171206,0.7473
20171207,0.7445
20171208,0.7481
20171211,0.7483
20171212,0.7506
20171213,0.7482
20171214,0.7440
20171215,0.7510
20171218,0.7464
20171219,0.7487
20171220,0.7458
20171221,0.7478
20171222,0.7474
20171225,
20171226,0.7480
20171227,0.7461
20171228,0.7435
20171229,0.7392
20180101,
20180102,0.7355
20180103,0.7395
20180104,0.7386
20180105,0.7374
20180108,0.7371
20180109,0.7398
20180110,0.7400
20180111,0.7384
20180112,0.7305
20180115,
20180116,0.7260
20180117,0.7234
20180118,0.7200
20180119,0.7217
20180122,0.7172
20180123,0.7159
20180124,0.7043
20180125,0.7011
20180126,0.7053
20180129,0.7121
20180130,0.7080
20180131,0.7047
20180201,0.7019
20180202,0.7079
20180205,0.7132
20180206,0.7168
20180207,0.7204
20180208,0.7186
20180209,0.7250
20180212,0.7236
20180213,0.7198
20180214,0.7166
20180215,0.7112
20180216,0.7115
20180219,
20180220,0.7132
20180221,0.7171
20180222,0.7174
20180223,0.7154
20180226,0.7167
20180227,0.7191
20180228,0.7250
20180301,0.7270
20180302,0.7263
20180305,0.7217
20180306,0.7201
20180307,0.7200
20180308,0.7234
20180309,0.7213
20180312,0.7195
20180313,0.7149
20180314,0.7171
20180315,0.7168
20180316,0.7184
20180319,0.7127
20180320,0.7136
20180321,0.7110
20180322,0.7093
20180323,0.7067
20180326,0.7024
20180327,0.7062
20180328,0.7087
20180329,0.7128
20180330,0.7129
20180402,0.7127
20180403,0.7108
20180404,0.7104
20180405,0.7147
20180406,0.7098
20180409,0.7074
20180410,0.7062
20180411,0.7045
20180412,0.7020
20180413,0.7015
20180416,0.6977
20180417,0.6993
20180418,0.7029
20180419,0.7046
20180420,0.7126
20180423,0.7167
20180424,0.7156
20180425,0.7173
20180426,0.7180
20180427,0.7254
20180430,0.7272
20180501,0.7347
20180502,0.7348
20180503,0.7370
20180504,0.7388
20180507,0.7371
20180508,0.7396
20180509,0.7371
20180510,0.7415
20180511,0.7381
20180514,0.7356
20180515,0.7401
20180516,0.7419
20180517,0.7404
20180518,0.7421
20180521,0.7453
20180522,0.7438
20180523,0.7496
20180524,0.7472
20180525,0.7507
20180528,
20180529,0.7543
20180530,0.7521
20180531,0.7525
20180601,0.7486
20180604,0.7511
20180605,0.7485
20180606,0.7447
20180607,0.7448
20180608,0.7459
20180611,0.7470
20180612,0.7454
20180613,0.7475
20180614,0.7500
20180615,0.7528
20180618,0.7549
20180619,0.7592
20180620,0.7568
20180621,0.7547
20180622,0.7543
20180625,0.7534
20180626,0.7551
20180627,0.7611
20180628,0.7637
20180629,0.7577
20180702,0.7614
20180703,0.7591
20180704,
20180705,0.7560
20180706,0.7540
20180709,0.7575
20180710,0.7538
20180711,0.7552
20180712,0.7554
20180713,0.7567
20180716,0.7555
20180717,0.7598
20180718,0.7663
20180719,0.7700
20180720,0.7625
20180723,0.7631
20180724,0.7613
20180725,0.7605
20180726,0.7623
20180727,0.7623
20180730,0.7610
20180731,0.7619
20180801,0.7622
20180802,0.7672
20180803,0.7680
20180806,0.7724
20180807,0.7718
20180808,0.7764
20180809,0.7770
20180810,0.7831
20180813,0.7839
20180814,0.7851
20180815,0.7883
20180816,0.7860
20180817,0.7852
20180820,0.7834
20180821,0.7776
20180822,0.7746
20180823,0.7794
20180824,0.7777
20180827,0.7757
20180828,0.7760
20180829,0.7689
20180830,0.7694
20180831,0.7714
20180903,
20180904,0.7792
20180905,0.7750
20180906,0.7732
20180907,0.7732
20180910,0.7677
20180911,0.7683
20180912,0.7675
20180913,0.7631
20180914,0.7643
20180917,0.7607
20180918,0.7600
20180919,0.7598
20180920,0.7555
20180921,0.7653
20180924,0.7617
20180925,0.7598
20180926,0.7586
20180927,0.7631
20180928,0.7661
20181001,0.7673
20181002,0.7702
20181003,0.7696
20181004,0.7684
20181005,0.7633
20181008,
20181009,0.7611
20181010,0.7572
20181011,0.7580
20181012,0.7602
20181015,0.7594
20181016,0.7570
20181017,0.7612
20181018,0.7656
20181019,0.7666
20181022,0.7708
20181023,0.7703
20181024,0.7753
20181025,0.7796
20181026,0.7797
20181029,0.7808
20181030,0.7855
20181031,0.7825
20181101,0.7708
20181102,0.7713
20181105,0.7680
20181106,0.7648
20181107,0.7608
20181108,0.7624
20181109,0.7705
20181112,
20181113,0.7674
20181114,0.7686
20181115,0.7844
20181116,0.7789
20181119,0.7787
20181120,0.7807
20181121,0.7827
20181122,
20181123,0.7810
20181126,0.7807
20181127,0.7856
20181128,0.7833
20181129,0.7819
20181130,0.7830
20181203,0.7848
20181204,0.7862
20181205,
20181206,0.7827
20181207,0.7844
20181210,0.7963
20181211,0.7985
20181212,0.7900
20181213,0.7915
20181214,0.7955
20181217,0.7933
20181218,0.7909
20181219,0.7893
20181220,0.7905
20181221,0.7886
20181224,
20181225,
20181226,0.7889
20181227,0.7920
20181228,0.7875
20181231,0.7835
20190101,
20190102,0.7938
20190103,0.7916
20190104,0.7849
